P36575	ENSG00000120500
Q9Y3B4	ENSG00000115128
A8K8P3	ENSG00000198089
Q5T4F7	ENSG00000120057
Q8WV19	ENSG00000198818
Q587I9	ENSG00000173349
P0C7M3	ENSG00000229415
P0DMR2	ENSG00000277730;ENSG00000268320
Q6XE38	ENSG00000197745
Q13296	ENSG00000110484
Q96QR1	ENSG00000161055
Q16585	ENSG00000163069
Q92629	ENSG00000170624
A6NJ88	
O00141	ENSG00000118515
Q562F6	ENSG00000163535
O95470	ENSG00000166224
O43147	ENSG00000141258
P62306	ENSG00000139343
Q9HBX9	ENSG00000171509
Q8WXD0	ENSG00000133105
P28702	ENSG00000231321;ENSG00000206289;ENSG00000228333;ENSG00000235712;ENSG00000227322;ENSG00000204231
Q8N488	ENSG00000163602
P21817	ENSG00000196218
P33764	ENSG00000188015
P31151	ENSG00000143556
Q6NT16	ENSG00000146409
Q9UHA2	ENSG00000008324
Q9BZV2	ENSG00000135917
Q86SG5	ENSG00000184330
Q6T423	ENSG00000196600
Q8N5S1	ENSG00000181240
Q6ZT89	ENSG00000145832
Q8NG04	ENSG00000135502
P40879	ENSG00000091138
Q96RN1	ENSG00000112053
Q9Y2P4	ENSG00000113396
Q9HAS3	ENSG00000197506
Q5VVP1	ENSG00000185775
P0DKV0	
Q969S0	ENSG00000205060
Q5M8T2	ENSG00000182747
Q2M3R5	ENSG00000176273
Q8N808	ENSG00000164729
Q495N2	ENSG00000186334
Q9H2H9	ENSG00000111371
A6NNN8	ENSG00000166558
Q6P5W5	ENSG00000147804
Q92504	ENSG00000229802;ENSG00000226614;ENSG00000224399;ENSG00000206288;ENSG00000227402;ENSG00000112473
Q9NUM3	ENSG00000029364
Q8N1S5	ENSG00000133195
Q504Y0	ENSG00000148482
Q96H72	ENSG00000165915
Q8TE82	ENSG00000125089
P0DJI8	ENSG00000173432
Q96HN2	ENSG00000158467
Q9BYL1	ENSG00000130590
Q8N8I0	ENSG00000177570
Q8IZD0	ENSG00000167100
Q9NSI8	ENSG00000155307
Q86UD0	ENSG00000186193
P07602	ENSG00000197746
Q9Y6B6	ENSG00000152700
Q9BW04	ENSG00000182795
Q9NV23	ENSG00000152463
Q01826	ENSG00000182568
Q658L1	ENSG00000188659
Q52WX2	ENSG00000188322
Q9Y2G9	ENSG00000278788;ENSG00000064932
Q9BRL7	ENSG00000093183
Q15437	ENSG00000101310
O95486	ENSG00000113615
O15127	ENSG00000140497
O14828	ENSG00000116521;ENSG00000263290
Q86SK9	ENSG00000145284
P35499	ENSG00000007314
Q9UI33	ENSG00000168356
Q9UIL1	ENSG00000153130
P55809	ENSG00000083720
Q9NX18	ENSG00000167985
Q9H7L9	ENSG00000111707
Q68CR1	ENSG00000091490
Q6UXD5	ENSG00000174938
P09683	ENSG00000070031;ENSG00000274473
Q96EE3	ENSG00000085415
Q5VYP0	ENSG00000275969
Q8IWB4	ENSG00000276040
Q6ZQQ2	ENSG00000214929
Q9NTN3	ENSG00000116704
Q6ICL7	ENSG00000100036
Q5T1Q4	ENSG00000196376
Q8IY50	ENSG00000183780
Q8WV83	ENSG00000115084
Q8TBE7	ENSG00000168917
P0C7Q5	ENSG00000236396
Q969I6	ENSG00000139209
Q8IZM9	ENSG00000139974
Q8NBW4	ENSG00000177058
Q08AI6	ENSG00000169507
Q9NY26	ENSG00000143570
Q6ZMH5	ENSG00000139540
Q9NP59	ENSG00000138449
Q96JW4	ENSG00000136052
Q9Y2W3	ENSG00000162426
Q96FL8	ENSG00000142494
Q6UXD7	ENSG00000169026
Q6U841	ENSG00000144290
Q9Y6R1	ENSG00000080493
Q9Y6M7	ENSG00000033867
Q2Y0W8	ENSG00000050438
Q9HAB3	ENSG00000185803
Q9UN76	ENSG00000268104
Q9H1V8	ENSG00000197106
Q8N1H7	ENSG00000179008
Q9NXZ1	ENSG00000181433
Q8IVG5	ENSG00000177409
P02743	ENSG00000132703
Q8TEE9	ENSG00000205307
P43007	ENSG00000115902
Q13228	ENSG00000143416
O15027	ENSG00000148396
Q4G0G5	ENSG00000205209
Q9NQW1	ENSG00000075826
Q9NY91	ENSG00000100191
Q92911	ENSG00000105641
A0PJK1	ENSG00000154025
Q9UPN6	ENSG00000213079
Q8WVM8	ENSG00000092108
Q6KCM7	ENSG00000148339
Q9BV35	ENSG00000125648
O60939	ENSG00000149575
Q9NY46	ENSG00000153253
Q01118	ENSG00000136546
Q9UQD0	ENSG00000196876
Q15858	ENSG00000169432
Q9GZW5	
Q14108	ENSG00000138760
Q0VDG4	ENSG00000144306
Q6P3W7	ENSG00000136021
Q9NVU7	ENSG00000198301
P18827	ENSG00000115884
P34741	ENSG00000169439
O75056	ENSG00000162512
P31431	ENSG00000124145
O00560	ENSG00000137575
Q86SQ7	ENSG00000054282;ENSG00000276111
Q99470	ENSG00000132581
Q9UH03	ENSG00000100167
Q92599	ENSG00000164402
Q13530	ENSG00000132824
O75920	ENSG00000278839;ENSG00000275581;ENSG00000205572;ENSG00000277429;ENSG00000172058
Q86VW0	ENSG00000187231
Q9Y6P5	ENSG00000080546
P58005	ENSG00000149212
Q9NVD3	ENSG00000185917
Q7Z333	ENSG00000107290
Q53EL9	ENSG00000063015
O95104	ENSG00000156304
Q9UHP6	ENSG00000100218
P08865	ENSG00000168028
Q9Y3D5	ENSG00000163319
P51398	ENSG00000132676
Q9BST9	ENSG00000114993
Q6ICC9	ENSG00000188636
Q66K80	
Q96T51	ENSG00000176783;ENSG00000284260
P34925	ENSG00000163785
Q92736	ENSG00000198626
O60779	ENSG00000117479
Q6ZUB0	
P0CK96	ENSG00000189339
Q9Y2D2	ENSG00000117620
P78383	ENSG00000121073
Q96K37	ENSG00000127526
Q7Z769	ENSG00000175782
Q8IXU6	ENSG00000110660
L0R6Q1	ENSG00000176087
Q7Z2H8	ENSG00000123643
Q6YBV0	ENSG00000180773
Q96QD8	ENSG00000134294
Q9HBR0	ENSG00000157637
P48066	ENSG00000132164
Q9NSD5	ENSG00000010379
Q96N87	ENSG00000164363
Q695T7	ENSG00000174358
Q9NP91	ENSG00000163817
P35542	ENSG00000148965
Q9NTJ5	ENSG00000211456
Q9NZJ4	ENSG00000151835
Q9UJQ4	ENSG00000101115
Q9P1V8	ENSG00000100583
Q8N6K7	ENSG00000164483
Q96LT4	ENSG00000156671
Q5SSQ6	ENSG00000227074;ENSG00000237918;ENSG00000234951;ENSG00000227861;ENSG00000229176;ENSG00000228727
O00631	ENSG00000170290
Q15020	ENSG00000075856
O75995	ENSG00000122122
Q86VE3	ENSG00000184788
Q9H4B6	ENSG00000151748
Q9Y3A5	ENSG00000126524
P0C264	ENSG00000231274
Q8N9R8	ENSG00000173611
Q96NL6	ENSG00000151466
Q96GD3	ENSG00000010803
Q8N228	ENSG00000146285
Q9Y5Y9	ENSG00000185313
P57086	ENSG00000171222
Q6R2W3	ENSG00000232040;ENSG00000248496
P51172	ENSG00000162572
Q9UJQ7	ENSG00000132631
Q8WTV0	ENSG00000073060
Q9BWW7	ENSG00000261678
Q8WVN6	ENSG00000141574
Q96KG9	ENSG00000142186
Q96C92	ENSG00000165689
Q9HCN8	ENSG00000128228
P21912	ENSG00000117118
Q9UIY3	ENSG00000013392
Q9Y3V2	ENSG00000122481
Q5TZJ5	ENSG00000204849
Q96GZ6	ENSG00000114544
Q9UMX9	ENSG00000164175
Q8NBS3	ENSG00000088836
P31213	ENSG00000277893
P0DJI9	ENSG00000134339
Q8IXA5	ENSG00000141316
Q96E40	ENSG00000165698
Q9UBE0	ENSG00000142230
Q9UBT2	ENSG00000126261
Q70HW3	ENSG00000282739;ENSG00000144741
Q1RMZ1	ENSG00000164603
O00422	ENSG00000150459
Q6UVJ0	ENSG00000156876
O94885	ENSG00000111961
A3KN83	ENSG00000139697
P67812	ENSG00000140612
O95487	ENSG00000138802
O94855	ENSG00000150961
O94979	ENSG00000138674
Q2M3M2	ENSG00000117834
Q92791	ENSG00000141696
Q01959	ENSG00000276996;ENSG00000142319
Q9Y345	ENSG00000165970
P48067	ENSG00000196517
P21583	ENSG00000049130
Q07699	ENSG00000105711
P51170	ENSG00000166828
Q9BYC2	ENSG00000198754
Q8NBX0	ENSG00000143653
Q96FV2	ENSG00000141295
Q9NQ03	ENSG00000215397
Q6ZPB5	
Q5TG53	
P57772	ENSG00000132394
Q9Y6D0	ENSG00000113811
Q8WWX9	ENSG00000198832
Q14242	ENSG00000110876
P62341	ENSG00000198843
Q14563	ENSG00000075213
Q9NPR2	ENSG00000185033
O95754	ENSG00000135622
P04279	ENSG00000124233
Q96HI0	ENSG00000119231
Q96LD8	ENSG00000166192
Q9P0V9	ENSG00000186522
Q8IYM1	ENSG00000140623
Q8WYJ6	ENSG00000180096
Q15019	ENSG00000168385
O43236	ENSG00000108387
Q14141	ENSG00000125354
A6NH21	ENSG00000184716
Q9Y2V3	ENSG00000134438
Q8WXG8	ENSG00000171643
P06703	ENSG00000197956
P05109	ENSG00000143546
O95136	ENSG00000267534
Q9H015	ENSG00000197208
Q8N4F4	ENSG00000197658
Q6PIS1	ENSG00000213901
Q3KQZ1	ENSG00000125434
Q8WUT9	ENSG00000077713
Q6Q0C1	ENSG00000140107
Q8TE54	ENSG00000147606
Q6P1M0	ENSG00000167114
Q7RTT9	ENSG00000164638
Q9Y2P5	ENSG00000083807
B4DYI2	
Q6ZUB1	ENSG00000177992
Q8TB61	ENSG00000157593
Q9H1N7	ENSG00000124786
Q9NQQ7	ENSG00000080189
Q76EJ3	ENSG00000130958
P0CK97	ENSG00000215790
A4IF30	ENSG00000151812
Q8N357	ENSG00000213699
Q9BRY0	ENSG00000141873
Q9ULF5	ENSG00000196950
Q8NBI5	ENSG00000134802
Q9BY07	ENSG00000188687
Q9NWF4	ENSG00000132517
P61619	ENSG00000058262
Q9H9S3	ENSG00000065665
P48065	ENSG00000111181
Q9H2J7	ENSG00000072041
Q96CW6	ENSG00000103061
Q96ER3	ENSG00000166788
Q14151	ENSG00000130254
Q9BXA9	ENSG00000277015;ENSG00000256463
Q96NU1	ENSG00000187634
Q9Y512	ENSG00000100347
Q7Z3H4	ENSG00000187033
Q96BY9	ENSG00000133872
Q6SZW1	ENSG00000004139
P82979	ENSG00000205323
Q9NQZ2	ENSG00000132467
Q9UPW6	ENSG00000119042
P0C263	ENSG00000187550
Q93073	ENSG00000138593
Q96JE7	ENSG00000120341
O75396	ENSG00000265808
Q15436	ENSG00000100934
P53992	ENSG00000176986
P13866	ENSG00000100170
P31639	ENSG00000140675
P53794	ENSG00000198743
Q9GZV3	ENSG00000115665
Q8N695	ENSG00000256870;ENSG00000262217
Q8WWX8	ENSG00000158865
Q1EHB4	ENSG00000148942
P31645	ENSG00000108576
P31641	ENSG00000131389
P48029	ENSG00000130821
Q99590	ENSG00000139218
Q8IWT1	ENSG00000177098
Q9BWG6	ENSG00000163156
Q8IWY4	ENSG00000159307
Q7RTU7	ENSG00000260428
P47872	ENSG00000080293
Q9NQ36	ENSG00000175356
Q8IX30	ENSG00000146197
P55735	ENSG00000157020
Q9H4I8	ENSG00000183569
Q9H4L4	ENSG00000161956
O60613	
Q96T68	ENSG00000136169
Q9Y6X0	ENSG00000152217
Q9BYW2	ENSG00000181555
Q12874	ENSG00000183431
Q13435	ENSG00000087365
Q86XK3	ENSG00000156384
Q8N474	ENSG00000104332
Q96HF1	ENSG00000145423
O95562	ENSG00000213064
P35247	ENSG00000133661
O43556	ENSG00000127990
Q96ES7	ENSG00000176476
Q5BJF2	ENSG00000109084
Q5FBB7	ENSG00000129810
Q96EQ0	ENSG00000197860
O60880	ENSG00000183918
O14492	
Q99962	ENSG00000107295
Q9H299	ENSG00000142669
Q6S5L8	ENSG00000185634
Q15465	ENSG00000164690
Q6UWV7	ENSG00000182183
A0MZ66	ENSG00000187164
P58511	ENSG00000205670
Q9P2F8	ENSG00000116991
Q11201	ENSG00000008513
Q92186	ENSG00000140557
P61647	ENSG00000148488
O43255	ENSG00000181788
O43699	ENSG00000105492
Q9NYZ4	ENSG00000105366
Q9H173	ENSG00000120725
Q96QK8	ENSG00000163683
A0A1B0GU29	ENSG00000262543
Q8NCU8	ENSG00000175701
Q6IQ49	ENSG00000143751
P48061	ENSG00000107562
P31040	ENSG00000073578
A6NFY7	ENSG00000205138
Q9NRP4	ENSG00000196636
Q9BQE4	ENSG00000131871
P63302	ENSG00000178980
P60896	ENSG00000127922
Q13214	ENSG00000012171
Q9H3S1	ENSG00000196189
Q9NTN9	ENSG00000095539
Q8NFY4	ENSG00000137872
Q8NCE0	ENSG00000154743
P58004	ENSG00000130766
Q9UPS6	ENSG00000139718
Q96HU1	ENSG00000100359
Q9H788	ENSG00000104611
A4FU49	ENSG00000214193
Q9P0V3	ENSG00000130147
P29353	ENSG00000160691
Q9Y371	ENSG00000097033
B8ZZ34	ENSG00000234965
Q8TCY0	ENSG00000273590
Q8NBJ9	ENSG00000149577
Q96PQ1	ENSG00000254521
Q96FS4	ENSG00000213445
Q9NRC8	ENSG00000187531
Q5JXA9	ENSG00000196209
Q96BD8	ENSG00000154839;ENSG00000262634
P12757	ENSG00000136603
Q15477	ENSG00000232616;ENSG00000206353;ENSG00000225737;ENSG00000204351;ENSG00000228896;ENSG00000223493
P63208	ENSG00000113558
Q13309	ENSG00000145604
Q5T5P2	ENSG00000120549
Q9UBY0	ENSG00000115616
P48764	ENSG00000066230
Q4G0N8	ENSG00000172139
Q96A28	ENSG00000162723
Q9P270	ENSG00000109171
Q5VYV7	ENSG00000149346
Q8IY92	ENSG00000188827
P20132	ENSG00000135094
Q7Z5N4	ENSG00000146555
Q58EX2	ENSG00000069188
Q96GA7	ENSG00000139410
Q9BYH1	ENSG00000100095
Q9UGP8	ENSG00000025796
Q8IZQ5	ENSG00000211450
Q9BVL4	ENSG00000073169
O15041	ENSG00000170381
Q9NS98	ENSG00000010319
Q9H2E6	ENSG00000092421
Q9HC62	ENSG00000163904
Q9GZR1	ENSG00000112701
Q9NVA2	ENSG00000138758
Q9UHD8	ENSG00000184640
Q8N6R1	ENSG00000151778
P50454	ENSG00000149257
Q6ICB4	ENSG00000177096
Q9C0A6	ENSG00000168137
Q15459	ENSG00000099995
O75533	ENSG00000115524
Q15393	ENSG00000189091
Q15427	ENSG00000143368
Q6FHJ7	ENSG00000106483
O95968	ENSG00000168515
Q96LD1	ENSG00000185053
Q9Y2Z0	ENSG00000165416
O43765	ENSG00000104969
Q9NP31	ENSG00000027869
Q5SQS7	ENSG00000178217
Q9NRF2	ENSG00000178188
Q9UQQ2	ENSG00000111252
Q9UJC5	ENSG00000198478
Q9UPX8	ENSG00000162105
Q15464	ENSG00000107338
Q92529	ENSG00000148082
Q96IW2	ENSG00000105251
O15357	ENSG00000165458
A6NKW6	ENSG00000145642
Q9BZQ2	ENSG00000157060
Q6PI26	ENSG00000144736
Q9ULL8	ENSG00000158352
Q3SXP7	ENSG00000138944
P57059	ENSG00000142178
Q9Y2K2	ENSG00000160584
P0DMW4	ENSG00000178947
P0DL12	ENSG00000268182
Q8N5G0	ENSG00000250317
Q9BPZ7	ENSG00000119487
O75182	ENSG00000127511
O75563	ENSG00000005020
Q9Y448	ENSG00000128944
Q00765	ENSG00000129625
Q6UW15	ENSG00000143954
P04808	ENSG00000107018
P62745	ENSG00000143878
Q9BQY4	ENSG00000131721
Q9NVN3	ENSG00000111785
A6NJZ7	ENSG00000183246
O15034	ENSG00000060709
Q9H426	ENSG00000101098
Q8TB24	ENSG00000100599
Q99496	ENSG00000121481
Q9Y572	ENSG00000129465
Q96L21	ENSG00000165496
P50914	ENSG00000188846
P46776	ENSG00000166441
P47914	ENSG00000162244
Q9Y3U8	ENSG00000130255
P63173	ENSG00000172809
P62424	ENSG00000148303;ENSG00000280858
P18124	ENSG00000147604
P05387	ENSG00000177600
P12271	ENSG00000140522
Q9BYD6	ENSG00000169288
Q9H9A7	ENSG00000178966
Q9H920	ENSG00000137522
Q8WVD5	ENSG00000110315
Q9ULK6	ENSG00000170153
Q8N8N0	ENSG00000176641
Q8NCN4	ENSG00000166439
Q05823	ENSG00000135828
P07998	ENSG00000129538
Q92730	ENSG00000172602
Q9Y3C5	ENSG00000123091
O43567	ENSG00000082996
Q96EP0	ENSG00000092098
P18077	ENSG00000182899
P61927	ENSG00000145592
Q96EH5	ENSG00000163923
Q9NSD7	ENSG00000182631;ENSG00000277069
Q9BZI7	ENSG00000125351
O75787	ENSG00000182220
Q9P2R6	ENSG00000142599
P09455	ENSG00000114115
P02753	ENSG00000138207
Q9HD89	ENSG00000104918
Q9UGC7	ENSG00000112031
P15927	ENSG00000117748
Q969Q0	ENSG00000165502
P36578	ENSG00000174444
P46777	ENSG00000122406
P32969	ENSG00000163682
Q9BYD3	ENSG00000105364
Q9NRX2	ENSG00000158042
Q9BYC9	ENSG00000242485
Q7Z2W9	ENSG00000197345
Q16540	ENSG00000214026
Q13084	ENSG00000086504
Q9BYC8	ENSG00000106591
O75394	ENSG00000243147
Q9P0J6	ENSG00000171421
Q8IXM3	ENSG00000182154
Q96E14	ENSG00000175643
O94763	ENSG00000105176
Q8WVD3	ENSG00000134758
Q96MT1	ENSG00000145860
Q8N7C7	ENSG00000235631
Q8N4F7	ENSG00000145428
P61313	ENSG00000174748
P18621	ENSG00000265681
Q07020	ENSG00000063177
P35268	ENSG00000116251
P62750	ENSG00000198242
P83731	ENSG00000114391
P61254	ENSG00000161970
P46779	ENSG00000108107
P49207	ENSG00000109475
P62891	ENSG00000198918
P40429	ENSG00000142541
Q02543	ENSG00000105640
P62899	ENSG00000071082
P62910	ENSG00000144713
P83881	ENSG00000241343
Q02878	ENSG00000089009
P62829	ENSG00000125691
P62945	ENSG00000229117
Q6DKI1	ENSG00000146223
P61513	ENSG00000197756
Q92901	ENSG00000140986
Q8TDU9	ENSG00000173080
P39023	ENSG00000100316
Q5T653	ENSG00000112651
P52815	ENSG00000262814
Q6P1L8	ENSG00000180992
Q9NWU5	ENSG00000082515
Q96A35	ENSG00000143314
Q9NZE8	ENSG00000132313
Q86TS9	ENSG00000172590
Q96E39	ENSG00000213516
O00237	ENSG00000239305
Q6ZNA4	ENSG00000157450
Q9H9V4	ENSG00000133874
Q5XPI4	ENSG00000164068
Q8WVZ7	ENSG00000188050
Q8IUD6	ENSG00000181481
Q9NTX7	ENSG00000118518
Q96PX1	ENSG00000141576
Q6ZSG1	ENSG00000141622
Q96K19	ENSG00000120925
P0DH78	ENSG00000233198
P10153	ENSG00000169385
P34096	ENSG00000258818
Q93091	ENSG00000169413
Q9H1E1	ENSG00000165799
Q5VYX0	ENSG00000184719
P09001	ENSG00000114686
Q9BZE1	ENSG00000116221
Q9NYK5	ENSG00000154719
Q6P161	ENSG00000183617
Q9NV58	ENSG00000034677
Q63HN8	ENSG00000173821
Q8TC41	ENSG00000146373
Q5VTB9	ENSG00000187147
Q9NRR4	ENSG00000113360
Q9BXT8	ENSG00000132972
Q96BH1	ENSG00000163481
Q96EX2	ENSG00000135119
O75792	ENSG00000104889
Q5GAN4	ENSG00000258436
Q5GAN3	ENSG00000206150
Q9H777	ENSG00000141642
P10155	ENSG00000116747
Q8WZ75	ENSG00000154133
Q04912	ENSG00000164078
Q01973	ENSG00000185483
P08922	ENSG00000047936
Q13905	ENSG00000107263
Q9UNE2	ENSG00000181031;ENSG00000262334
P62917	ENSG00000161016
Q8NHW5	
Q9BYD2	ENSG00000143436
Q9NX20	ENSG00000166902
Q9H0U6	ENSG00000112110
P49406	ENSG00000115364
Q8TCC3	ENSG00000185414
Q9H9J2	ENSG00000135900
Q9H2W6	ENSG00000259494
Q96GC5	ENSG00000175581
Q13405	ENSG00000149792
Q4U2R6	ENSG00000111639
Q96G75	ENSG00000145916
Q9H0X6	ENSG00000212864
A6NIE6	
Q8TDE3	ENSG00000173431
Q86VV4	ENSG00000164188
P52198	ENSG00000108830
Q68DV7	ENSG00000108375
P78317	ENSG00000063978
Q6P5S7	ENSG00000219200
Q9HAU8	ENSG00000142327
Q15287	ENSG00000205937
Q9BQ52	ENSG00000006744
P19474	ENSG00000132109
P09651	ENSG00000135486
Q99729	ENSG00000197451
Q9HCK4	ENSG00000185008
Q03395	ENSG00000149489
Q9BZX4	ENSG00000114547
P35398	ENSG00000069667
A6NKH3	
Q7Z7H8	ENSG00000159111
Q9BYD1	ENSG00000172172
Q9P015	ENSG00000137547
Q9BQ48	ENSG00000130312
Q8N983	ENSG00000055950
Q9BRJ2	ENSG00000277936
Q9HD33	ENSG00000136522
Q96EL3	ENSG00000204822
Q7Z7F7	ENSG00000162910
Q96DM3	ENSG00000141452
Q96TC7	ENSG00000137824
O75526	ENSG00000170748
Q9Y508	ENSG00000124226
Q96EQ8	ENSG00000101695
Q9H6Y7	ENSG00000108523
Q8IYW5	ENSG00000163961
Q86T96	ENSG00000164197
Q8N6D2	ENSG00000180537
Q5TA31	ENSG00000168159
Q495C1	ENSG00000178222
Q8ND24	ENSG00000167257
E7ERA6	ENSG00000237330
Q2M238	
P61587	ENSG00000115963
Q9NVW2	ENSG00000131263
Q9UBS8	ENSG00000013561
Q9Y225	ENSG00000101236
Q969K3	ENSG00000170633
Q9H0F5	ENSG00000137075
Q9H4P4	ENSG00000181852
Q99942	ENSG00000183574;ENSG00000223767;ENSG00000228405;ENSG00000225452;ENSG00000227277;ENSG00000228907;ENSG00000204308
O76064	ENSG00000112130
O60930	ENSG00000171865
Q13151	ENSG00000177733
P22626	ENSG00000122566
Q9Y6N7	ENSG00000169855
Q96MS0	ENSG00000154134
Q01974	ENSG00000169071
Q3B726	ENSG00000105849
P52434	ENSG00000163882
P0DPB6	ENSG00000186184
P30876	ENSG00000047315
P36954	ENSG00000105258
P0DPB5	ENSG00000186184
Q9UHA3	ENSG00000137876
Q9Y3B7	ENSG00000174547
Q9P0M9	ENSG00000108826
Q9Y6G3	ENSG00000198015
Q8N5N7	ENSG00000136897
Q96LZ7	ENSG00000115841
Q96GF1	ENSG00000138942
Q6ZMZ0	ENSG00000116514
Q9NWF9	ENSG00000011275
A6NCQ9	ENSG00000189051
M0QZC1	ENSG00000269855
Q8N5U6	ENSG00000022840
O94941	ENSG00000185019
Q7L0R7	ENSG00000146083
Q5M7Z0	ENSG00000189050
Q8TDP1	ENSG00000172922
Q13464	ENSG00000067900
O75116	ENSG00000134318
Q9GZN7	ENSG00000067836
P60602	ENSG00000125995
Q9H9Y6	ENSG00000125630
Q9GZS1	ENSG00000137054
Q9BWH6	ENSG00000103932
P05423	ENSG00000168495
Q9NVU0	ENSG00000058600;ENSG00000284282
Q9BT43	ENSG00000121851
P62888	ENSG00000156482
P42766	ENSG00000136942
P62987	ENSG00000221983
Q13129	ENSG00000117000
Q86X10	ENSG00000170471
P05388	ENSG00000089157
P05386	ENSG00000137818
Q96DV4	ENSG00000204316
Q9NQ50	ENSG00000185608
Q96DB5	ENSG00000176623
Q9H871	ENSG00000153561
Q9NWS8	ENSG00000155906
Q8N7X1	ENSG00000175718
Q9ULX5	ENSG00000128482
Q8TEB7	ENSG00000133135
Q8WU17	ENSG00000170881
Q8NC42	ENSG00000163162
Q2KHN1	ENSG00000179580
Q9P0P0	ENSG00000168894
Q96D59	ENSG00000165188
Q9Y6U7	ENSG00000099999
P60153	ENSG00000188655
O60518	ENSG00000137040
Q5TBB1	ENSG00000136104
Q9HAT0	ENSG00000065371
P51449	ENSG00000143365
Q9BUL9	ENSG00000178718
Q6ZRF8	ENSG00000158286
Q5W0B1	ENSG00000152193
Q9BY78	ENSG00000173456
Q9H0A6	ENSG00000105982
Q9H2S5	ENSG00000236967;ENSG00000227171;ENSG00000230332;ENSG00000206500;ENSG00000235022;ENSG00000230467;ENSG00000204618;ENSG00000237733
Q9Y252	ENSG00000127870
Q5GAN6	ENSG00000182545
O00584	ENSG00000026297
Q96FB5	ENSG00000143303
Q5JTH9	ENSG00000052749
Q14690	ENSG00000148843
Q9NSQ0	
Q9NQ39	
Q9P1U0	ENSG00000236808;ENSG00000236949;ENSG00000235443;ENSG00000066379;ENSG00000233795;ENSG00000206502;ENSG00000235176;ENSG00000224859
P53803	ENSG00000147669
P19387	ENSG00000102978
Q9Y535	ENSG00000100413
O75575	ENSG00000241258
Q2QD12	ENSG00000235376
Q96AT9	ENSG00000197713
Q9Y4G8	ENSG00000109756
Q8TEU7	ENSG00000158987
Q684P5	ENSG00000132359
Q9Y6S9	ENSG00000198208
O00411	ENSG00000099821
O75818	ENSG00000124787
Q9NQG5	ENSG00000101413
Q6XPR3	ENSG00000215853
Q7L523	ENSG00000155876
Q9HB90	ENSG00000116954
P10301	ENSG00000126458
Q14684	ENSG00000160208
Q9Y4L5	ENSG00000265491
Q9BV68	ENSG00000070423
Q96A37	ENSG00000158717
Q9NXI6	ENSG00000178828
Q8TAA1	ENSG00000173464
Q8TA86	ENSG00000164610
P19388	ENSG00000099817
P61218	ENSG00000100142
Q9H7B2	ENSG00000197498
O95398	ENSG00000079337
Q9UHV5	ENSG00000108352
Q96KN7	ENSG00000092200
Q92834	ENSG00000156313
P49247	ENSG00000153574
P04844	ENSG00000118705
Q96S79	ENSG00000270885
Q8WYR4	ENSG00000160188
Q9H1X1	ENSG00000172426
Q2MKA7	ENSG00000169218
Q96DX4	ENSG00000159579
Q9Y399	ENSG00000122140
P82664	ENSG00000048544
P82650	ENSG00000175110
P82663	ENSG00000131368
Q92552	ENSG00000113048
Q9BSG5	ENSG00000132026
O00442	ENSG00000137996
Q9NZ71	ENSG00000258366
Q92541	ENSG00000137815
Q9BWD3	ENSG00000203950
Q16799	ENSG00000139970
P59025	ENSG00000175077
Q9BQQ7	ENSG00000163825
Q96DX8	ENSG00000136514
Q96GQ5	ENSG00000140688
Q99584	ENSG00000189171
P55017	ENSG00000070915
Q9H2X9	ENSG00000124140
Q9Y666	ENSG00000113504
Q8WWT9	ENSG00000158296
Q86YT5	ENSG00000141485
Q92503	ENSG00000129657
O76054	ENSG00000100003
O43304	ENSG00000103184
B5MCN3	ENSG00000214491
Q9NRA2	ENSG00000119899
O15245	ENSG00000175003
O15244	ENSG00000112499
Q8WUG5	ENSG00000092096
A1A5C7	ENSG00000137266
Q9UGH3	ENSG00000089057
Q6PIV7	ENSG00000162461
Q96CQ1	ENSG00000114120
Q96DW6	ENSG00000144659
Q9BZJ4	ENSG00000013306
Q96H78	ENSG00000160785
Q96AG3	ENSG00000164209
Q3SY17	ENSG00000141437
Q86WA9	ENSG00000181045
Q7LBE3	ENSG00000174502
Q6PCB7	ENSG00000130304
Q5K4L6	ENSG00000263163;ENSG00000143554
Q99808	ENSG00000112759
Q5VU36	ENSG00000276581
Q96G79	ENSG00000176087
Q9BS91	ENSG00000138459
Q96KT7	ENSG00000177710
P0C7Q6	ENSG00000284515;ENSG00000259224
Q495M3	ENSG00000186335
Q99624	ENSG00000188338
Q8WUX1	ENSG00000017483
Q9NVC3	ENSG00000103042
Q9NP94	ENSG00000165794
Q13433	ENSG00000141424
Q9C0K1	ENSG00000138821
Q9NQ40	ENSG00000101276
P18405	ENSG00000145545
Q8TCU3	ENSG00000164893
Q8TBB6	ENSG00000013293
Q8TDM5	ENSG00000177202
Q15424	ENSG00000160633
P23526	ENSG00000101444
P62857	ENSG00000233927
Q92681	ENSG00000215695
Q9H0K4	ENSG00000104941
Q96EL2	ENSG00000062582
Q8IZC4	ENSG00000182010
Q5HYW3	ENSG00000242732
A6ZKI3	ENSG00000134590
Q5QGT7	ENSG00000198471
Q14D33	ENSG00000188011;ENSG00000277949
Q8WXA3	ENSG00000204130
Q59EK9	ENSG00000108309
Q96NL0	ENSG00000105784
Q8N2Y8	ENSG00000198853
Q9Y265	ENSG00000175792
Q8WXG1	ENSG00000134321
Q96T23	ENSG00000048649
Q6T310	ENSG00000122035
Q9BPW5	ENSG00000128045
Q9NP92	ENSG00000112996
